pulsar,mjd,residual_us,residual_error_us,frequency_mhz,time_years,klein_phase
J1640+2224,54000.20044105136,23342.278387490598,0.2570679493868831,1331.2016220501116,0.0,5.320824906030836
J1640+2224,54034.12331836957,22673.087148869803,0.28651834993123004,1350.0237905378408,0.09287577636745037,4.627604744802838
J1640+2224,54057.721322512385,22153.28227552015,0.16728643231747775,1513.4466547827953,0.15748359058459477,2.925445609032849
J1640+2224,54058.5894698023,21734.045941179724,0.212973450042578,1333.6067473322491,0.15986044832562576,3.043707999013513
J1640+2224,54087.053533362065,20475.96084492108,0.23459018196091713,1467.6676326408772,0.23779080714771467,3.7981989552149784
J1640+2224,54115.00627843593,18670.103444857312,0.17731033062500745,1463.1445256908564,0.31432125225070673,0.9738456314740134
J1640+2224,54115.950590188404,16910.644303159886,0.25637676917807173,1426.3415657132457,0.316906636925509,0.22709665350549813
J1640+2224,54124.056692207065,15468.999309641484,0.054539253287996595,1448.236396016466,0.3390999347178725,5.114553606241039
J1640+2224,54143.26467685769,14358.164586107663,0.2243050814490587,1290.8726923153574,0.3916885306128047,4.381046477759085
J1640+2224,54157.653668705585,13503.889630452379,0.0944594923262629,1260.959723926289,0.4310834432696048,1.4112221286916409
J1640+2224,54198.63087439982,12453.71780803676,0.14982392515621007,1334.433218517057,0.5432729181340493,5.48814154402244
J1640+2224,54213.52269738886,11213.138270548074,0.25608164696073604,1395.2805478148616,0.5840445074264059,4.957306942327207
J1640+2224,54224.7329307104,10319.120156874556,0.2512196810008296,1413.3595981802143,0.6147364535497307,1.3319875994084995
J1640+2224,54242.17731501701,9450.056661032439,0.16411066464787194,1269.4941046060178,0.6624965748546205,4.3934122338971875
J1640+2224,54284.119518708336,8800.201609502974,0.057796419930180795,1480.2313529286587,0.7773280702449664,0.28372894527983306
J1640+2224,54298.3309607281,8577.951803999606,0.1442305011635322,1238.8376762167743,0.8162368779650521,4.0164325502478775
J1640+2224,54300.59230761918,8717.438935472062,0.13538266199485005,1594.738372160569,0.8224281083307902,0.9344860004514715
J1640+2224,54317.64457635954,9444.921626210527,0.10018182419843528,1516.3838817535961,0.8691146757239654,0.8645729161483686
J1640+2224,54345.03143097533,10511.689219260628,0.08271218413848415,1560.8212049628517,0.9440957971908787,5.11456223965115
J1640+2224,54352.67152783148,11928.46661641388,0.12919365026598234,1385.30921012782,0.965013242382255,3.935496469993133
J1640+2224,54353.4693305125,13930.126229523383,0.15278542247932558,1581.5434085227541,0.9671975070804508,5.577384973805948
J1640+2224,54370.347096914775,16781.34178984379,0.2318579382942022,1593.7165164674107,1.01340631310996,3.17377639218212
J1640+2224,54401.75311455649,20118.6802138701,0.19192299752975994,1389.9002158298524,1.0993913032310245,2.9834241927944163
J1640+2224,54404.46641922218,23572.30050423533,0.19074300764558177,1534.7980191692468,1.1068199265457104,1.0437905277169648
J1640+2224,54416.35137530201,27123.64649824966,0.26190114547454857,1468.2939153640416,1.139359162903893,0.8307158347442822
J1640+2224,54450.84998125656,30436.35787058111,0.2753658902898171,1281.0620289791966,1.233811198371513,0.010182594628545871
J1640+2224,54478.3037307039,33790.3840675249,0.14983041678707937,1361.222488328903,1.308975467905642,2.829945908166792
J1640+2224,54484.01841804768,36971.34442625513,0.26081848825830256,1486.6593570598486,1.3246214291480278,4.358845795016052
J1640+2224,54488.09896931293,39790.70936427993,0.25510578107013326,1262.726278197387,1.3357933696415294,2.439536859598242
J1640+2224,54496.60877222817,42029.99986394751,0.10642472744429347,1328.8555701360287,1.359091940251367,1.1845088879280468
J1640+2224,54497.82432991961,44311.22666945923,0.06245316748309852,1331.3882869625838,1.3624199558336734,3.4979157487053456
J1640+2224,54507.9032605803,46556.75242251928,0.2804630025242803,1366.3995076050742,1.3900145640764916,5.88296961604803
J1640+2224,54522.84472020497,48845.11553181092,0.2962580338023985,1200.120710806883,1.4309220510708012,0.8170303911165604
J1640+2224,54534.60014766863,50874.36058291489,0.19941292699054047,1320.8404855452566,1.4631066574052483,4.201432846964387
J1640+2224,54551.523071160846,52945.8908922783,0.13559711919362238,1283.8324976061667,1.5094390968089904,1.3718231671238215
J1640+2224,54557.05921773758,55316.22733714935,0.21531946533647045,1575.8109153381574,1.5245962400717818,1.4021349998735175
J1640+2224,54560.2847739651,58014.57298754452,0.06305326114626321,1533.8255059321223,1.5334273317282276,2.468787182347377
J1640+2224,54571.970885836774,60651.38644334566,0.2379445377246846,1410.5323303158661,1.5654221623146123,1.0440957293129713
J1640+2224,54572.98705125935,63953.18260834825,0.1017567328493554,1236.3352533319803,1.5682042716166629,2.3852639789153685
J1640+2224,54597.0188515637,67253.8015302051,0.07399529915100723,1578.660879397333,1.6339997549961298,2.7808653070164198
J1640+2224,54597.60921397358,70544.67703561235,0.2751506112007837,1356.5716545782752,1.6356160791847107,6.1321489691762
J1640+2224,54607.97167451246,73926.27031705577,0.1895726537040704,1507.7956062449316,1.6639869499277173,1.3216104350940938
J1640+2224,54609.24442055206,76893.15855975101,0.17254752943280366,1290.331935237757,1.6674715386740504,5.496310998049417
J1640+2224,54622.2501923979,79487.47581632267,0.20426967506264998,1451.846601674912,1.7030794013594468,2.6367822145519284
J1640+2224,54635.96200153864,82187.80310486678,0.29870849863840915,1375.5604538261064,1.7406202888084248,1.125248614650502
J1640+2224,54640.69318187887,85015.66483271286,0.09813186020657959,1402.824662036931,1.7535735546269973,2.4719290280281996
J1640+2224,54666.45598962844,88203.55370530498,0.10270894252393518,1280.802929104211,1.8241082781028857,5.1656670132106015
