pulsar,mjd,residual_us,residual_error_us,frequency_mhz,time_years,klein_phase
J1744-1134,54015.54857026948,18518.589888331047,0.10667429493146856,1537.06048744754,0.0,6.012318605317539
J1744-1134,54037.80083966893,16582.198444607457,0.05472120401902418,1495.9601608220546,0.06092339329077135,4.204774628199182
J1744-1134,54054.94554823439,14302.455669745177,0.16203570403937956,1323.8121585273502,0.10786304713186137,4.31734299235729
J1744-1134,54074.56314372388,11871.993876931929,0.20856429545243332,1225.2817176038259,0.1615730963843901,5.710045816474114
J1744-1134,54079.537013613735,9427.706175170924,0.09823069967921012,1347.4314847090104,0.17519080997743097,3.1728344960613697
J1744-1134,54101.99304586209,6681.99902283732,0.2792530829352213,1483.1215027915484,0.23667207554444572,1.526261050217947
J1744-1134,54103.1043769573,3830.506868219264,0.09709876488150611,1544.826548493965,0.23971473425823966,1.2600913240264262
J1744-1134,54114.6543091078,1159.2051144453847,0.23753701425650342,1433.0940219196705,0.271336725087802,3.162164722341366
J1744-1134,54129.199659869024,-1180.7556681725584,0.1951913335808083,1315.5848845307937,0.3111597251185359,3.016189708567957
J1744-1134,54129.773680241546,-3576.453460283679,0.06469876627712255,1296.5761090688027,0.3127313072472745,0.7910595539859813
J1744-1134,54140.16175303148,-5942.927663993619,0.16349267733570827,1229.4657165273131,0.34117230051199104,3.9188718907703617
J1744-1134,54145.11440662408,-8201.45257254136,0.08312928543681376,1251.781871664212,0.3547319270488779,1.7566882992094648
J1744-1134,54148.12370060571,-10391.150393639153,0.13919803536141467,1560.1427580398476,0.36297092494519917,2.0084587407715873
J1744-1134,54164.71408005194,-12597.126746705706,0.17837419604893534,1249.9060130600762,0.4083929083708756,1.3424148380996996
J1744-1134,54197.64938730886,-15314.594246040662,0.1355069098460529,1391.0700161404325,0.4985648652686746,0.7577404148075857
J1744-1134,54212.463609217935,-18423.89844781079,0.11455477646635649,1224.5597092195508,0.5391239943831804,0.948252102044826
J1744-1134,54224.226094478654,-21546.309368808797,0.1630252170313795,1226.0850347704434,0.5713279239128688,1.9954802241340701
