event_id,gps_time,mass_1,mass_2,mass_total,mass_ratio,distance_mpc,redshift,snr,efficiency,chi_eff,max_epsilon,final_epsilon,final_state,mode_parity,combined_factor,scale_factor,doppler_shift_hz,frequency_observed,v_total_kms,beta,doppler_factor,twist_factor,scale_correction,cosmological_factor,direction,topology_conserved,doppler_realistic,energy_positive,beta_physical,all_checks_passed
H1L1V1-GSTLAL_AllSky-1238515766-1.xml,1238515766.0,67.39624160879211,52.05013775351642,119.44637936230853,1.294833107415531,1276.5687332972461,0.40135958922133935,6.482558345818298,0.04089201208319383,0.144888949889035,0.23747569544127536,1.5466785598757043e-20,Klein_extrema,1,0.25657500856864063,8.835580419407496,-0.4864375157520193,5.19356248424798,89535.39383483025,0.15,0.9143595922971797,1.0225,1.0000070348055552,1.040135958922134,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238393111-1.xml,1238393111.0,67.39624160879211,52.05013775351642,119.44637936230853,1.294833107415531,1276.5687332972461,0.40135958922133935,6.482558345818298,0.04089201208319383,0.144888949889035,0.23747569544127536,1.5466785598757043e-20,Klein_extrema,1,0.25657500856864063,8.835580419407496,-0.4864375157520193,5.19356248424798,89535.39383483025,0.15,0.9143595922971797,1.0225,1.0000070348055552,1.040135958922134,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238754998-1.xml,1238754998.0,54.711759604825936,39.5128561250083,94.22461572983423,1.384657171623643,833.9173471879913,0.6690362460362512,9.105244860159926,0.03888801706280564,0.31934136501383936,0.25022636464168846,2.587555061370947e-20,Klein_extrema,1,0.37972872008837294,8.743119821905097,-0.3527953444563572,5.3272046555436425,58541.83432641099,0.15,0.9378881435816272,1.0225,1.0000045954802383,1.0669036246036252,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238782700-1.xml,1238782700.0,54.711759604825936,39.5128561250083,94.22461572983423,1.384657171623643,833.9173471879913,0.6690362460362512,9.105244860159926,0.03888801706280564,0.31934136501383936,0.25022636464168846,2.587555061370947e-20,Klein_extrema,1,0.37972872008837294,8.743119821905097,-0.3527953444563572,5.3272046555436425,58541.83432641099,0.15,0.9378881435816272,1.0225,1.0000045954802383,1.0669036246036252,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238839513-1.xml,1238839513.0,59.413885991076896,24.757082424639755,84.17096841571666,2.39987430554194,3256.685849981805,0.516680657754744,8.747651255605893,0.02666753959056501,-0.4141945638604204,0.14726447600218223,3.469569571471011e-21,Klein_deformada,1,0.21470304640110555,9.038946251428909,-0.4287985925782589,5.251201407421741,227535.70502462043,0.15,0.9245072900390389,1.0225,1.0000179466652377,1.0516680657754744,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238533958-1.xml,1238533958.0,67.39624160879211,52.05013775351642,119.44637936230853,1.294833107415531,1276.5687332972461,0.40135958922133935,6.482558345818298,0.04089201208319383,0.144888949889035,0.23747569544127536,1.5466785598757043e-20,Klein_extrema,1,0.25657500856864063,8.835580419407496,-0.4864375157520193,5.19356248424798,89535.39383483025,0.15,0.9143595922971797,1.0225,1.0000070348055552,1.040135958922134,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238573777-1.xml,1238573777.0,67.39624160879211,52.05013775351642,119.44637936230853,1.294833107415531,1276.5687332972461,0.40135958922133935,6.482558345818298,0.04089201208319383,0.144888949889035,0.23747569544127536,1.5466785598757043e-20,Klein_extrema,1,0.25657500856864063,8.835580419407496,-0.4864375157520193,5.19356248424798,89535.39383483025,0.15,0.9143595922971797,1.0225,1.0000070348055552,1.040135958922134,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238845539-1.xml,1238845539.0,59.413885991076896,24.757082424639755,84.17096841571666,2.39987430554194,3256.685849981805,0.516680657754744,8.747651255605893,0.02666753959056501,-0.4141945638604204,0.14726447600218223,3.469569571471011e-21,Klein_deformada,1,0.21470304640110555,9.038946251428909,-0.4287985925782589,5.251201407421741,227535.70502462043,0.15,0.9245072900390389,1.0225,1.0000179466652377,1.0516680657754744,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238662706-1.xml,1238662706.0,67.39624160879211,52.05013775351642,119.44637936230853,1.294833107415531,1276.5687332972461,0.40135958922133935,6.482558345818298,0.04089201208319383,0.144888949889035,0.23747569544127536,1.5466785598757043e-20,Klein_extrema,1,0.25657500856864063,8.835580419407496,-0.4864375157520193,5.19356248424798,89535.39383483025,0.15,0.9143595922971797,1.0225,1.0000070348055552,1.040135958922134,recede,True,True,True,False,False
H1L1V1-GSTLAL_AllSky-1238899272-1.xml,1238899272.0,48.7033113745206,44.20706250493609,92.9103738794567,1.1017088359825418,500.0,0.9796495789207359,7.3109751885909455,0.04630723353900183,0.48440203712014107,0.23591177461115606,4.2511429646261027e-20,Klein_extrema,1,0.2874575218131036,8.632043320000633,-0.03228904951571909,5.647710950484281,34736.91243528166,0.11586986766452163,0.9943153081838523,1.0173804801496782,1.0000021284191167,1.0979649578920736,recede,True,True,True,True,True
