event_id,gps_time,mass_1,mass_2,mass_total,mass_ratio,distance_mpc,redshift,snr,efficiency,radiated_energy,chi_eff,max_epsilon,max_elevation,final_epsilon,final_elevation,final_state,regime_classification,mode_parity,klein_temperature,scale_factor,v_hubble_kms,v_peculiar_cosmo_kms,v_spin_kick_kms,v_total_kms,v_peculiar_c,beta_raw,beta,doppler_factor,twist_factor,klein_scale_correction,cosmological_factor,frequency_observed,doppler_shift_hz,direction,energy_initial,distance_km,topology_conserved,doppler_realistic,energy_positive,beta_physical,redshift_physical,all_checks_passed
H1L1V1-GSTLAL_AllSky-1238393111-1.xml,1238393111.0,54.78953390127267,44.652553807996384,99.44208770926906,1.2270190443499551,1245.733293242663,0.05,6.86086817915685,0.04847144708524848,4.820101892446473,0.6797199682805026,0.33070083694179725,277788.7030311097,2.2117995580417906e-20,1.8579116287551042e-14,Klein_extrema,extrema,1,1.854979115005232,8.830270853572284,87201.3305269864,141.35462306566,339.8599841402513,87682.54513419232,0.2924774883235799,0.2924774883235799,0.15,0.8409017665697742,1.027,1.0000082378563062,0.9523809523809523,4.776322034116317,-0.9036779658836824,recede,2.204672246278648,3.844332942946858e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238533958-1.xml,1238533958.0,54.78953390127267,44.652553807996384,99.44208770926906,1.2270190443499551,1245.733293242663,0.05,6.86086817915685,0.04847144708524848,4.820101892446473,0.6797199682805026,0.33070083694179725,277788.7030311097,2.2117995580417906e-20,1.8579116287551042e-14,Klein_extrema,extrema,1,1.854979115005232,8.830270853572284,87201.3305269864,141.35462306566,339.8599841402513,87682.54513419232,0.2924774883235799,0.2924774883235799,0.15,0.8409017665697742,1.027,1.0000082378563062,0.9523809523809523,4.776322034116317,-0.9036779658836824,recede,2.204672246278648,3.844332942946858e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238515766-1.xml,1238515766.0,54.78953390127267,44.652553807996384,99.44208770926906,1.2270190443499551,1245.733293242663,0.05,6.86086817915685,0.04847144708524848,4.820101892446473,0.6797199682805026,0.33070083694179725,277788.7030311097,2.2117995580417906e-20,1.8579116287551042e-14,Klein_extrema,extrema,1,1.854979115005232,8.830270853572284,87201.3305269864,141.35462306566,339.8599841402513,87682.54513419232,0.2924774883235799,0.2924774883235799,0.15,0.8409017665697742,1.027,1.0000082378563062,0.9523809523809523,4.776322034116317,-0.9036779658836824,recede,2.204672246278648,3.844332942946858e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238754998-1.xml,1238754998.0,44.792914297709466,43.82236856996805,88.61528286767751,1.0221472676948489,1284.482237524418,0.05,7.536357120507337,0.05,4.430764143383875,0.7763340727614201,0.3339182090127966,280491.29557074915,2.1602648156789444e-20,1.8146224451703132e-14,Klein_extrema,extrema,1,2.3088080751147007,8.836922369331756,89913.75662670926,492.17876757836257,388.16703638071004,90794.10243066832,0.3028565262661422,0.3028565262661422,0.15,0.8409019820417049,1.027,1.0000084940975393,0.9523809523809523,4.776323257996883,-0.9036767420031167,recede,2.226121393418644,3.963912185000354e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238573777-1.xml,1238573777.0,54.78953390127267,44.652553807996384,99.44208770926906,1.2270190443499551,1245.733293242663,0.05,6.86086817915685,0.04847144708524848,4.820101892446473,0.6797199682805026,0.33070083694179725,277788.7030311097,2.2117995580417906e-20,1.8579116287551042e-14,Klein_extrema,extrema,1,1.854979115005232,8.830270853572284,87201.3305269864,141.35462306566,339.8599841402513,87682.54513419232,0.2924774883235799,0.2924774883235799,0.15,0.8409017665697742,1.027,1.0000082378563062,0.9523809523809523,4.776322034116317,-0.9036779658836824,recede,2.204672246278648,3.844332942946858e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238839513-1.xml,1238839513.0,44.792914297709466,43.82236856996805,88.61528286767751,1.0221472676948489,1284.482237524418,0.05,7.536357120507337,0.05,4.430764143383875,0.7763340727614201,0.3339182090127966,280491.29557074915,2.1602648156789444e-20,1.8146224451703132e-14,Klein_extrema,extrema,1,2.3088080751147007,8.836922369331756,89913.75662670926,492.17876757836257,388.16703638071004,90794.10243066832,0.3028565262661422,0.3028565262661422,0.15,0.8409019820417049,1.027,1.0000084940975393,0.9523809523809523,4.776323257996883,-0.9036767420031167,recede,2.226121393418644,3.963912185000354e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238662706-1.xml,1238662706.0,54.78953390127267,44.652553807996384,99.44208770926906,1.2270190443499551,1245.733293242663,0.05,6.86086817915685,0.04847144708524848,4.820101892446473,0.6797199682805026,0.33070083694179725,277788.7030311097,2.2117995580417906e-20,1.8579116287551042e-14,Klein_extrema,extrema,1,1.854979115005232,8.830270853572284,87201.3305269864,141.35462306566,339.8599841402513,87682.54513419232,0.2924774883235799,0.2924774883235799,0.15,0.8409017665697742,1.027,1.0000082378563062,0.9523809523809523,4.776322034116317,-0.9036779658836824,recede,2.204672246278648,3.844332942946858e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238674117-1.xml,1238674117.0,54.78953390127267,44.652553807996384,99.44208770926906,1.2270190443499551,1245.733293242663,0.05,6.86086817915685,0.04847144708524848,4.820101892446473,0.6797199682805026,0.33070083694179725,277788.7030311097,2.2117995580417906e-20,1.8579116287551042e-14,Klein_extrema,extrema,1,1.854979115005232,8.830270853572284,87201.3305269864,141.35462306566,339.8599841402513,87682.54513419232,0.2924774883235799,0.2924774883235799,0.15,0.8409017665697742,1.027,1.0000082378563062,0.9523809523809523,4.776322034116317,-0.9036779658836824,recede,2.204672246278648,3.844332942946858e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238845539-1.xml,1238845539.0,43.390464584245095,42.48151157854276,85.87197616278786,1.021396437460136,2657.600544250277,0.05,6.6790024274179824,0.05,4.293598808139393,0.525938562918717,0.28676956861921965,240886.4376401445,8.424927080619032e-21,7.0769387477199865e-15,Klein_extrema,extrema,1,1.8133769685144434,8.994803169855892,186032.0380975194,-385.17657002625117,262.9692814593585,185909.8308089525,0.6201284450222978,0.6201284450222978,0.15,0.8409096175646272,1.027,1.000017574332742,0.9523809523809523,4.776366627767082,-0.9036333722329175,recede,1.9117971241281309,8.201355279556355e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238782700-1.xml,1238782700.0,44.792914297709466,43.82236856996805,88.61528286767751,1.0221472676948489,1284.482237524418,0.05,7.536357120507337,0.05,4.430764143383875,0.7763340727614201,0.3339182090127966,280491.29557074915,2.1602648156789444e-20,1.8146224451703132e-14,Klein_extrema,extrema,1,2.3088080751147007,8.836922369331756,89913.75662670926,492.17876757836257,388.16703638071004,90794.10243066832,0.3028565262661422,0.3028565262661422,0.15,0.8409019820417049,1.027,1.0000084940975393,0.9523809523809523,4.776323257996883,-0.9036767420031167,recede,2.226121393418644,3.963912185000354e+22,True,True,True,True,True,True
