event_id,gps_time,mass_1,mass_2,mass_total,mass_ratio,distance_mpc,redshift,snr,efficiency,radiated_energy,chi_eff,max_epsilon,max_elevation,final_epsilon,final_elevation,final_state,regime_classification,mode_parity,klein_temperature,scale_factor,v_hubble_kms,v_peculiar_cosmo_kms,v_spin_kick_kms,v_total_kms,v_peculiar_c,beta_raw,beta,doppler_factor,twist_factor,klein_scale_correction,cosmological_factor,frequency_observed,doppler_shift_hz,direction,energy_initial,distance_km,topology_conserved,doppler_realistic,energy_positive,beta_physical,redshift_physical,all_checks_passed
H1L1V1-GSTLAL_AllSky-1238393111-1.xml,1238393111.0,49.43789439004945,21.416373342987914,70.85426773303736,2.308415790026198,1125.2772742883405,0.05,7.1414216021601735,0.024493888490291993,1.735496532914311,-0.17259335442635157,0.12393912430628344,104108.86441727809,9.257015778062966e-21,7.775893253572892e-15,Klein_deformada,extrema,1,1.0155983128828168,8.808188091881327,78769.40920018384,-268.1413686289867,-86.29667721317578,78414.97115434168,0.26156418903087175,0.26156418903087175,0.15,0.8409010967478884,1.027,1.000007441297861,0.9523809523809523,4.776318229528005,-0.9036817704719944,recede,0.8262608287085563,3.472605668453819e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238515766-1.xml,1238515766.0,49.43789439004945,21.416373342987914,70.85426773303736,2.308415790026198,1125.2772742883405,0.05,7.1414216021601735,0.024493888490291993,1.735496532914311,-0.17259335442635157,0.12393912430628344,104108.86441727809,9.257015778062966e-21,7.775893253572892e-15,Klein_deformada,extrema,1,1.0155983128828168,8.808188091881327,78769.40920018384,-268.1413686289867,-86.29667721317578,78414.97115434168,0.26156418903087175,0.26156418903087175,0.15,0.8409010967478884,1.027,1.000007441297861,0.9523809523809523,4.776318229528005,-0.9036817704719944,recede,0.8262608287085563,3.472605668453819e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238533958-1.xml,1238533958.0,49.43789439004945,21.416373342987914,70.85426773303736,2.308415790026198,1125.2772742883405,0.05,7.1414216021601735,0.024493888490291993,1.735496532914311,-0.17259335442635157,0.12393912430628344,104108.86441727809,9.257015778062966e-21,7.775893253572892e-15,Klein_deformada,extrema,1,1.0155983128828168,8.808188091881327,78769.40920018384,-268.1413686289867,-86.29667721317578,78414.97115434168,0.26156418903087175,0.26156418903087175,0.15,0.8409010967478884,1.027,1.000007441297861,0.9523809523809523,4.776318229528005,-0.9036817704719944,recede,0.8262608287085563,3.472605668453819e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238754998-1.xml,1238754998.0,16.618294571405972,14.714168127255462,31.332462698661434,1.1294076856865216,1499.8996990377946,0.05,8.625136540005357,0.04484389390147128,1.4050696329305798,-0.06286987378151368,0.12118917432241459,101798.90643082827,6.62557584867068e-21,5.565483712883372e-15,Klein_deformada,extrema,1,2.7122527781303076,8.870589426823512,104992.97893264562,789.6751992357188,-31.43493689075684,105751.21919499058,0.3527480974687848,0.3527480974687848,0.15,0.8409031799173409,1.027,1.0000099186224383,0.9523809523809523,4.776330061930496,-0.9036699380695037,recede,0.8079278288160973,4.628690471230634e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238573777-1.xml,1238573777.0,49.43789439004945,21.416373342987914,70.85426773303736,2.308415790026198,1125.2772742883405,0.05,7.1414216021601735,0.024493888490291993,1.735496532914311,-0.17259335442635157,0.12393912430628344,104108.86441727809,9.257015778062966e-21,7.775893253572892e-15,Klein_deformada,extrema,1,1.0155983128828168,8.808188091881327,78769.40920018384,-268.1413686289867,-86.29667721317578,78414.97115434168,0.26156418903087175,0.26156418903087175,0.15,0.8409010967478884,1.027,1.000007441297861,0.9523809523809523,4.776318229528005,-0.9036817704719944,recede,0.8262608287085563,3.472605668453819e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238782700-1.xml,1238782700.0,16.618294571405972,14.714168127255462,31.332462698661434,1.1294076856865216,1499.8996990377946,0.05,8.625136540005357,0.04484389390147128,1.4050696329305798,-0.06286987378151368,0.12118917432241459,101798.90643082827,6.62557584867068e-21,5.565483712883372e-15,Klein_deformada,extrema,1,2.7122527781303076,8.870589426823512,104992.97893264562,789.6751992357188,-31.43493689075684,105751.21919499058,0.3527480974687848,0.3527480974687848,0.15,0.8409031799173409,1.027,1.0000099186224383,0.9523809523809523,4.776330061930496,-0.9036699380695037,recede,0.8079278288160973,4.628690471230634e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238839513-1.xml,1238839513.0,16.618294571405972,14.714168127255462,31.332462698661434,1.1294076856865216,1499.8996990377946,0.05,8.625136540005357,0.04484389390147128,1.4050696329305798,-0.06286987378151368,0.12118917432241459,101798.90643082827,6.62557584867068e-21,5.565483712883372e-15,Klein_deformada,extrema,1,2.7122527781303076,8.870589426823512,104992.97893264562,789.6751992357188,-31.43493689075684,105751.21919499058,0.3527480974687848,0.3527480974687848,0.15,0.8409031799173409,1.027,1.0000099186224383,0.9523809523809523,4.776330061930496,-0.9036699380695037,recede,0.8079278288160973,4.628690471230634e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238845539-1.xml,1238845539.0,16.192676759512594,13.866126177996046,30.058802937508638,1.167786629924695,855.2670792792297,0.05,6.103313308363533,0.04353443672574144,1.3085930545345008,-0.04309749499361265,0.07986753404972506,67088.72860176906,8.0353867695769e-21,6.749724886444598e-15,Klein_deformada,extrema,1,1.3184362871941007,8.748609195632213,59868.69554954608,718.3762355213653,-21.548747496806325,60565.52303757064,0.20202483892230083,0.20202483892230083,0.15,0.8408995952974866,1.027,1.0000056557590142,0.9523809523809523,4.7763097012897235,-0.9036902987102762,recede,0.532450226998167,2.639354206655703e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238899272-1.xml,1238899272.0,16.618294571405972,14.714168127255462,31.332462698661434,1.1294076856865216,1499.8996990377946,0.05,8.625136540005357,0.04484389390147128,1.4050696329305798,-0.06286987378151368,0.12118917432241459,101798.90643082827,6.62557584867068e-21,5.565483712883372e-15,Klein_deformada,extrema,1,2.7122527781303076,8.870589426823512,104992.97893264562,789.6751992357188,-31.43493689075684,105751.21919499058,0.3527480974687848,0.3527480974687848,0.15,0.8409031799173409,1.027,1.0000099186224383,0.9523809523809523,4.776330061930496,-0.9036699380695037,recede,0.8079278288160973,4.628690471230634e+22,True,True,True,True,True,True
H1L1V1-GSTLAL_AllSky-1238919052-1.xml,1238919052.0,16.192676759512594,13.866126177996046,30.058802937508638,1.167786629924695,855.2670792792297,0.05,6.103313308363533,0.04353443672574144,1.3085930545345008,-0.04309749499361265,0.07986753404972506,67088.72860176906,8.0353867695769e-21,6.749724886444598e-15,Klein_deformada,extrema,1,1.3184362871941007,8.748609195632213,59868.69554954608,718.3762355213653,-21.548747496806325,60565.52303757064,0.20202483892230083,0.20202483892230083,0.15,0.8408995952974866,1.027,1.0000056557590142,0.9523809523809523,4.7763097012897235,-0.9036902987102762,recede,0.532450226998167,2.639354206655703e+22,True,True,True,True,True,True
