event_id,gps_time,mass_1,mass_2,mass_total,distance_mpc,redshift,snr,efficiency,chi_eff,max_epsilon,final_state,mode_parity,combined_factor,v_total_kms,beta_raw,beta,doppler_factor,doppler_shift_hz,frequency_observed,cosmological_factor,topology_conserved,doppler_realistic,beta_physical
H1L1V1-GSTLAL_AllSky-1238515766-1.xml,1238515766.0,16.257652500044106,12.800022841560436,29.057675341604543,2066.749940590723,0.3344315796121583,6.327917331857702,0.040429532515143675,0.5149343394925352,0.055754721015894,Klein_relajada,-1,0.05689899548118273,144808.1265708462,0.48302791716943794,0.15,0.6394398429483552,-2.0479816920533422,3.6320183079466575,0.7493827448917553,True,True,True
H1L1V1-GSTLAL_AllSky-1238393111-1.xml,1238393111.0,16.257652500044106,12.800022841560436,29.057675341604543,2066.749940590723,0.3344315796121583,6.327917331857702,0.040429532515143675,0.5149343394925352,0.055754721015894,Klein_relajada,-1,0.05689899548118273,144808.1265708462,0.48302791716943794,0.15,0.6394398429483552,-2.0479816920533422,3.6320183079466575,0.7493827448917553,True,True,True
H1L1V1-GSTLAL_AllSky-1238533958-1.xml,1238533958.0,16.257652500044106,12.800022841560436,29.057675341604543,2066.749940590723,0.3344315796121583,6.327917331857702,0.040429532515143675,0.5149343394925352,0.055754721015894,Klein_relajada,-1,0.05689899548118273,144808.1265708462,0.48302791716943794,0.15,0.6394398429483552,-2.0479816920533422,3.6320183079466575,0.7493827448917553,True,True,True
H1L1V1-GSTLAL_AllSky-1238573777-1.xml,1238573777.0,16.257652500044106,12.800022841560436,29.057675341604543,2066.749940590723,0.3344315796121583,6.327917331857702,0.040429532515143675,0.5149343394925352,0.055754721015894,Klein_relajada,-1,0.05689899548118273,144808.1265708462,0.48302791716943794,0.15,0.6394398429483552,-2.0479816920533422,3.6320183079466575,0.7493827448917553,True,True,True
H1L1V1-GSTLAL_AllSky-1238674117-1.xml,1238674117.0,16.257652500044106,12.800022841560436,29.057675341604543,2066.749940590723,0.3344315796121583,6.327917331857702,0.040429532515143675,0.5149343394925352,0.055754721015894,Klein_relajada,-1,0.05689899548118273,144808.1265708462,0.48302791716943794,0.15,0.6394398429483552,-2.0479816920533422,3.6320183079466575,0.7493827448917553,True,True,True
H1L1V1-GSTLAL_AllSky-1238750282-1.xml,1238750282.0,42.34554678453771,27.87732343475868,70.2228702192964,779.5611458992996,0.3595582824914584,6.357564861043818,0.03462482834256867,0.36632067060515255,0.1159359882732576,Klein_deformada,0,0.11858140168359671,54135.08070680056,0.18057519214442866,0.15,0.6323602732057391,-2.088193648191402,3.591806351808598,0.7355330130955843,True,True,True
H1L1V1-GSTLAL_AllSky-1238729030-1.xml,1238729030.0,42.34554678453771,27.87732343475868,70.2228702192964,779.5611458992996,0.3595582824914584,6.357564861043818,0.03462482834256867,0.36632067060515255,0.1159359882732576,Klein_deformada,0,0.11858140168359671,54135.08070680056,0.18057519214442866,0.15,0.6323602732057391,-2.088193648191402,3.591806351808598,0.7355330130955843,True,True,True
H1L1V1-GSTLAL_AllSky-1238662706-1.xml,1238662706.0,16.257652500044106,12.800022841560436,29.057675341604543,2066.749940590723,0.3344315796121583,6.327917331857702,0.040429532515143675,0.5149343394925352,0.055754721015894,Klein_relajada,-1,0.05689899548118273,144808.1265708462,0.48302791716943794,0.15,0.6394398429483552,-2.0479816920533422,3.6320183079466575,0.7493827448917553,True,True,True
H1L1V1-GSTLAL_AllSky-1238754998-1.xml,1238754998.0,42.34554678453771,27.87732343475868,70.2228702192964,779.5611458992996,0.3595582824914584,6.357564861043818,0.03462482834256867,0.36632067060515255,0.1159359882732576,Klein_deformada,0,0.11858140168359671,54135.08070680056,0.18057519214442866,0.15,0.6323602732057391,-2.088193648191402,3.591806351808598,0.7355330130955843,True,True,True
H1L1V1-GSTLAL_AllSky-1238782700-1.xml,1238782700.0,42.34554678453771,27.87732343475868,70.2228702192964,779.5611458992996,0.3595582824914584,6.357564861043818,0.03462482834256867,0.36632067060515255,0.1159359882732576,Klein_deformada,0,0.11858140168359671,54135.08070680056,0.18057519214442866,0.15,0.6323602732057391,-2.088193648191402,3.591806351808598,0.7355330130955843,True,True,True
