z,mu,mu_err,distance_mpc,lcdm_mu
0.037541447198148725,36.09001097836813,0.08107017565386182,166.34134371200227,36.10500102704833
0.2408097144734017,40.466510813439676,0.046257637628170846,1253.539862631696,40.49069074550275
0.10533965548363595,38.505445673267396,0.03295050808096838,494.51111464686346,38.470880286294445
0.07303540430207626,37.58713602699116,0.04239635358371726,333.73328723517244,37.616997631139874
0.013569989636987703,33.762402393182406,0.061204517742762296,58.84659214004473,33.848606587585685
0.013567703353168415,33.78977192109378,0.03755824780076959,58.83655514779942,33.8482361853269
0.16089846915839517,39.50668789505693,0.033004538463227526,789.473148239568,39.48668681630864
0.07352657229018117,37.560449610056644,0.05623834866181651,336.11799828464785,37.632458842419155
0.09850000493636722,38.41162238751335,0.056274334706459504,459.805860673937,38.312872512375414
0.280284598012665,40.799417576039794,0.03863983315099536,1499.5902089974136,40.87986298099257
0.14291436346837402,39.26560317547837,0.03933977628239867,691.4694422126121,39.198864961476986
0.01909501001991576,34.61299443619296,0.05591206829577405,83.22220198091374,34.60119601315513
0.01605431909997307,34.216238437333544,0.024136207724402267,69.77736176135126,34.21857272509132
0.016208913826580566,34.22626541292478,0.024631433006746112,70.45916792970236,34.239687550905614
0.02902029835683817,35.543364890049894,0.034762289645651694,127.61390577394029,35.52949000483475
0.05951422646886836,37.14558890113503,0.04474732664349546,268.8156757933637,37.147272953457566
0.04524296534242694,36.58911347704633,0.058160653056476136,201.83149811499166,36.524944719069815
0.027537839404315322,35.424640912525085,0.10410847531711744,120.93437632614194,35.412748846183824
0.0757096699119839,37.71150837106735,0.07644603679773802,346.73978807795385,37.70001839707987
0.012018762298187094,33.56522641844377,0.045960669229345476,52.04603576320842,33.581938279057084
0.027641240960192184,35.41828000736664,0.0493159311068037,121.39971488291154,35.4210883338229
0.03650217745766776,36.051323365777996,0.03015921746442014,161.58761133896954,36.042040305294044
0.048714775028782,36.60773702196119,0.049328337396887315,217.98135961922605,36.69209678543965
0.12303488088247296,38.78117476411761,0.043095817882887535,585.942747980611,38.83927591754104
0.017818868970295224,34.49197346229128,0.05850513681294762,77.5707050743954,34.44848869478233
0.05776233240265022,37.084729446168204,0.03292195653973212,260.5078678181003,37.079104221640016
0.07180037770478084,37.56580576381966,0.06454925243851894,327.74520768983166,37.57768175064237
0.07482664165196881,37.67489127933492,0.10713875129385655,342.43902997193817,37.67291629076486
0.014956900158193315,34.07904575501939,0.047151942416049794,64.94284654341001,34.062656602463306
0.23789502348055447,40.42690185579119,0.06086212986721869,1235.8067297979799,40.45975277955127
0.2696504273968938,40.7253533110607,0.07030390007246075,1432.2348391391808,40.78007116870131
0.13218652582503013,39.01895524410512,0.04073733700451835,634.1549780807838,39.01097702994747
0.029063028797500664,35.47828234224567,0.055690051362118125,127.8066920818939,35.53276797248235
0.09222006104789295,38.17896140166991,0.05010152663449813,428.25403450832926,38.15850731535588
0.04640726740683187,36.49332773975026,0.052278925108138,207.2370474134437,36.58233698048655
0.01041217871635589,33.30197569715673,0.03382669849728516,45.022805323775415,33.26716275970613
0.054683778250732014,36.97819810351404,0.0504009672374091,245.96637840813767,36.954378733286454
0.19203383099144192,39.93849447252633,0.06386391073488215,964.7808676486017,39.92214341242863
0.023956622147254886,35.20432243075497,0.10285570491660938,104.8695516773087,35.10324705688606
0.08690046388519843,38.15380191650111,0.08043027757315675,401.7625657909313,38.01984734464199
0.029883726532609893,35.74303782256085,0.1461080633326638,131.5121977153319,35.59483017685842
0.05872887167273829,37.05450669752714,0.03392260130970232,265.088439165911,37.116953940137904
0.0632979038385438,37.189657190659815,0.07700848397999174,286.8395910160005,37.288195473003846
0.01635108796063246,34.2248370692976,0.05456683506742651,71.08636191610778,34.258931441573786
0.27942457061889814,40.87580088997192,0.14880797934490395,1494.1137645123295,40.87191833351106
0.11937963017105126,38.78459228211302,0.03323508637159635,566.8622913916168,38.76738783985669
0.2244075535433266,40.28829012065124,0.03271698486519394,1154.534337545323,40.312034270002194
0.18017215980273574,39.77123130160815,0.036894369681973,897.1563428342284,39.764340659555224
0.072884352990662,37.597115324694954,0.02,333.0002784585798,37.61222298334202
0.2039548303415524,40.04872110011204,0.038278093763066276,1033.774385533985,40.07212883591275
0.017450775570501394,34.35452342415668,0.03406222326994253,75.94295392085996,34.402437428502665
0.03148256694424695,35.66155097833235,0.053675259167969086,138.74621756388555,35.711105762089836
0.039370423343537485,36.13197268030015,0.05906468899230315,174.7277571486704,36.21180951114656
0.025324835456706055,35.102381581287744,0.1272101824729485,110.99528206422968,35.22652259586946
0.14116462921927472,39.25349205714854,0.0800752804695799,682.0626671128999,39.1691213947707
0.035298159962389615,35.931463724860905,0.03731156943778381,156.09085427418987,35.96688728742571
