Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,returns,volatility,symbol,klein_deformation,klein_state,klein_twist_factor,klein_phase,klein_frequency_alignment
2015-07-29 00:00:00+02:00,11249.2998046875,11253.5595703125,11123.25,11211.849609375,72184300,0.0,0.0,,,^GDAXI,,market_normal,0.996,0.0,1.0
2015-07-30 00:00:00+02:00,11305.4599609375,11313.26953125,11140.650390625,11257.150390625,96920800,0.0,0.0,0.004032297176585978,,^GDAXI,0.08184168979884102,market_normal,0.996,0.09774417225296211,0.9952268404113358
2015-07-31 00:00:00+02:00,11271.3095703125,11308.990234375,11173.169921875,11308.990234375,85130600,0.0,0.0,0.004594488335726991,,^GDAXI,0.09325222638360371,market_normal,0.996,0.19548834450592423,0.9809529277502608
2015-08-03 00:00:00+02:00,11295.5,11460.400390625,11248.26953125,11443.7197265625,80392800,0.0,0.0,0.011843078662861746,,^GDAXI,0.24037354583320775,market_elevated,1.0,0.4887208612648105,0.8829341324146942
2015-08-04 00:00:00+02:00,11408.23046875,11476.900390625,11380.8095703125,11456.0703125,68762800,0.0,0.0,0.0010786637880907896,,^GDAXI,0.021893145092275378,market_normal,0.996,0.5864650335177727,0.8329022008651835
2015-08-05 00:00:00+02:00,11503.2099609375,11655.740234375,11497.919921875,11636.2998046875,76082500,0.0,0.0,0.01560975775860064,,^GDAXI,0.3168241070456245,market_volatile,1.0,0.6842092057707347,0.7749191190627145
2015-08-06 00:00:00+02:00,11605.58984375,11669.8603515625,11574.9697265625,11585.099609375,69557600,0.0,0.0,-0.004409749590795191,,^GDAXI,0.08950266865151793,market_normal,0.996,0.7819533780236969,0.7095384120130585
2015-08-07 00:00:00+02:00,11561.3701171875,11582.900390625,11484.849609375,11490.830078125,62073800,0.0,0.0,-0.008170423202531476,,^GDAXI,0.1658313393044572,market_elevated,1.0,0.879697550276659,0.6373842248137511
2015-08-10 00:00:00+02:00,11545.6298828125,11618.2998046875,11431.759765625,11604.7802734375,61246000,0.0,0.0,0.009867772985018272,,^GDAXI,0.20028167078920875,market_elevated,1.0,1.1729300670355454,0.387452152412133
2015-08-11 00:00:00+02:00,11548.0,11561.0,11278.7099609375,11293.650390625,87068000,0.0,0.0,-0.027176450310901507,,^GDAXI,0.5515879705229343,market_extreme,1.009,1.2706742392885075,0.29563683910835226
2015-08-12 00:00:00+02:00,11151.7197265625,11153.6396484375,10892.8798828125,10924.6103515625,120520400,0.0,0.0,-0.03322258086757719,,^GDAXI,0.65,market_extreme,1.009,1.3684184115414695,0.2009992821778669
2015-08-13 00:00:00+02:00,11098.169921875,11153.9599609375,10980.8603515625,11014.6298828125,88821100,0.0,0.0,0.008206303907796543,,^GDAXI,0.16655959355295819,market_elevated,1.0,1.4661625837944317,0.10444292194529747
2015-08-14 00:00:00+02:00,11010.5,11093.0703125,10911.1904296875,10985.1396484375,69223800,0.0,0.0,-0.0026809600888450785,,^GDAXI,0.054414219573990695,market_normal,0.996,1.5639067560473938,0.006889516244025443
2015-08-17 00:00:00+02:00,11044.75,11113.7900390625,10818.7099609375,10940.330078125,71128300,0.0,0.0,-0.004087450189972521,,^GDAXI,0.08296110526237944,market_normal,0.996,1.85713927280628,-0.2824459711623688
