Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,returns,volatility,symbol,klein_deformation,klein_state,klein_twist_factor,klein_phase,klein_frequency_alignment
2015-07-29 00:00:00-04:00,1096.4000244140625,1096.9000244140625,1092.699951171875,1092.699951171875,159142,0.0,0.0,,,GC=F,,market_normal,0.996,0.0,1.0
2015-07-30 00:00:00-04:00,1096.0999755859375,1097.5,1081.0,1088.4000244140625,49298,0.0,0.0,-0.003942902550703331,,GC=F,0.10315170641126012,market_elevated,1.0,0.09774417225296211,0.9952268404113358
2015-07-31 00:00:00-04:00,1087.699951171875,1102.800048828125,1079.0999755859375,1094.9000244140625,5700,0.0,0.0,0.0059543068371229295,,GC=F,0.15577278485766874,market_elevated,1.0,0.19548834450592423,0.9809529277502608
2015-08-03 00:00:00-04:00,1095.5,1097.0999755859375,1085.0,1089.4000244140625,2418,0.0,0.0,-0.005035948817230393,,GC=F,0.13174728698390484,market_elevated,1.0,0.4887208612648105,0.8829341324146942
2015-08-04 00:00:00-04:00,1085.0999755859375,1093.9000244140625,1080.5,1090.699951171875,1139,0.0,0.0,0.0011925388068687703,,GC=F,0.031198441074385415,market_normal,0.996,0.5864650335177727,0.8329022008651835
2015-08-05 00:00:00-04:00,1086.5,1090.5999755859375,1082.5,1085.699951171875,1207,0.0,0.0,-0.004594751903060489,,GC=F,0.12020497418900966,market_elevated,1.0,0.6842092057707347,0.7749191190627145
2015-08-06 00:00:00-04:00,1084.4000244140625,1092.199951171875,1083.5999755859375,1090.199951171875,269,0.0,0.0,0.004136225578011975,,GC=F,0.10820930037891224,market_elevated,1.0,0.7819533780236969,0.7095384120130585
2015-08-07 00:00:00-04:00,1088.9000244140625,1098.300048828125,1081.699951171875,1094.0999755859375,614,0.0,0.0,0.0035709643265033203,,GC=F,0.09342129537207244,market_normal,0.996,0.879697550276659,0.6373842248137511
2015-08-10 00:00:00-04:00,1093.199951171875,1107.5999755859375,1089.5,1104.199951171875,900,0.0,0.0,0.00918896146112403,,GC=F,0.24039575989347545,market_elevated,1.0,1.1729300670355454,0.387452152412133
2015-08-11 00:00:00-04:00,1103.800048828125,1116.699951171875,1094.0,1107.5999755859375,997,0.0,0.0,0.003074443624916577,,GC=F,0.0804316368708618,market_normal,0.996,1.2706742392885075,0.29563683910835226
