Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,returns,volatility,symbol,klein_deformation,klein_state,klein_twist_factor,klein_phase,klein_frequency_alignment
2015-07-29 00:00:00+01:00,6555.2998046875,6634.0,6555.2998046875,6631.0,820041700,0.0,0.0,,,^FTSE,,market_normal,0.996,0.0,1.0
2015-07-30 00:00:00+01:00,6631.0,6697.39990234375,6631.0,6668.89990234375,778087100,0.0,0.0,0.005699291755647421,,^FTSE,0.14433299689770113,market_elevated,1.0,0.09774417225296211,0.9952268404113358
2015-07-31 00:00:00+01:00,6668.89990234375,6705.39990234375,6646.2998046875,6696.2998046875,958422600,0.0,0.0,0.004100191741334203,,^FTSE,0.10383622864991292,market_elevated,1.0,0.19548834450592423,0.9809529277502608
2015-08-03 00:00:00+01:00,6696.2998046875,6710.7998046875,6668.2001953125,6688.60009765625,679885300,0.0,0.0,-0.0011505066062125176,,^FTSE,0.02913626351216556,market_normal,0.996,0.4887208612648105,0.8829341324146942
2015-08-04 00:00:00+01:00,6688.60009765625,6715.5,6644.7001953125,6686.60009765625,1399430100,0.0,0.0,-0.0002990609464831572,,^FTSE,0.007573636253698641,market_normal,0.996,0.5864650335177727,0.8329022008651835
2015-08-05 00:00:00+01:00,6686.60009765625,6764.7998046875,6686.60009765625,6752.39990234375,847270800,0.0,0.0,0.00979244445162957,,^FTSE,0.24799096365920412,market_elevated,1.0,0.6842092057707347,0.7749191190627145
2015-08-06 00:00:00+01:00,6752.39990234375,6763.2998046875,6717.5,6747.10009765625,691613500,0.0,0.0,-0.0007851853712780873,,^FTSE,0.01988460366930746,market_normal,0.996,0.7819533780236969,0.7095384120130585
2015-08-07 00:00:00+01:00,6747.10009765625,6754.7998046875,6718.5,6718.5,595585900,0.0,0.0,-0.004247882078040497,,^FTSE,0.10757644582488514,market_elevated,1.0,0.879697550276659,0.6373842248137511
2015-08-10 00:00:00+01:00,6718.5,6751.5,6653.7001953125,6736.2001953125,765478700,0.0,0.0,0.00263108137178668,,^FTSE,0.0666314124198661,market_normal,0.996,1.1729300670355454,0.387452152412133
2015-08-11 00:00:00+01:00,6736.2001953125,6736.2001953125,6664.0,6664.5,727572100,0.0,0.0,-0.010701064643178314,,^FTSE,0.27100152021792795,market_elevated,1.0,1.2706742392885075,0.29563683910835226
2015-08-12 00:00:00+01:00,6664.5,6664.5,6536.39990234375,6571.2001953125,1085554700,0.0,0.0,-0.014098438119277986,,^FTSE,0.35703906951523073,market_volatile,1.0,1.3684184115414695,0.2009992821778669
2015-08-13 00:00:00+01:00,6571.2001953125,6634.7001953125,6553.5,6568.2998046875,668900300,0.0,0.0,-0.00044147656640018446,,^FTSE,0.011180272676075208,market_normal,0.996,1.4661625837944317,0.10444292194529747
2015-08-14 00:00:00+01:00,6568.2998046875,6603.2001953125,6544.39990234375,6550.7001953125,577612000,0.0,0.0,-0.0026830733947900962,,^FTSE,0.06794809610910195,market_normal,0.996,1.5639067560473938,0.006889516244025443
2015-08-17 00:00:00+01:00,6550.7001953125,6585.89990234375,6507.7998046875,6550.2998046875,471278500,0.0,0.0,-6.112367378435802e-05,,^FTSE,0.0015479402348461933,market_normal,0.996,1.85713927280628,-0.2824459711623688
2015-08-18 00:00:00+01:00,6550.2998046875,6564.60009765625,6505.7001953125,6526.2998046875,538348700,0.0,0.0,-0.0036706831538402475,,^FTSE,0.09295904174947517,market_normal,0.996,1.954883445059242,-0.37471292301652365
2015-08-19 00:00:00+01:00,6526.2998046875,6526.5,6403.5,6403.5,699446800,0.0,0.0,-0.018995421269853506,,^FTSE,0.48105382155520965,market_volatile,1.0,2.0526276173122042,-0.4634027457076933
2015-08-20 00:00:00+01:00,6403.5,6408.60009765625,6359.7001953125,6367.89990234375,728564100,0.0,0.0,-0.005574986318504292,,^FTSE,0.14118499587533398,market_elevated,1.0,2.1503717895651664,-0.5476687778806869
2015-08-21 00:00:00+01:00,6367.89990234375,6367.89990234375,6187.7001953125,6187.7001953125,807243600,0.0,0.0,-0.028706247396101794,,^FTSE,0.65,market_extreme,1.009,2.248115961818128,-0.6267065890965737
2015-08-24 00:00:00+01:00,6187.7001953125,6187.7001953125,5768.2001953125,5898.89990234375,1657266300,0.0,0.0,-0.047797605872892765,,^FTSE,0.65,market_extreme,1.009,2.541348478577015,-0.8251977187240445
2015-08-25 00:00:00+01:00,5898.89990234375,6115.7001953125,5898.89990234375,6081.2998046875,1335924300,0.0,0.0,0.030452580498820846,,^FTSE,0.65,market_extreme,1.009,2.6390926508299772,-0.8763812555191112
2015-08-26 00:00:00+01:00,6081.2998046875,6095.10009765625,5949.89990234375,5979.2001953125,991933700,0.0,0.0,-0.016931644380906392,,^FTSE,0.4287892392034129,market_volatile,1.0,2.736836823082939,-0.9191985771279645
2015-08-27 00:00:00+01:00,5979.2001953125,6212.5,5979.2001953125,6192.0,1028065800,0.0,0.0,0.034971323873021105,0.2799614336605965,^FTSE,0.65,market_extreme,1.009,2.834580995335901,-0.9532409357322082
2015-08-28 00:00:00+01:00,6192.0,6247.89990234375,6152.0,6247.89990234375,868831700,0.0,0.0,0.008987255369984775,0.28151486265416664,^FTSE,0.22759977152415622,market_elevated,1.0,2.9323251675888633,-0.978183352111057
2015-09-01 00:00:00+01:00,6247.89990234375,6247.89990234375,6028.7001953125,6058.5,1001128800,0.0,0.0,-0.03078314696797055,0.2958357645549039,^FTSE,0.65,market_extreme,1.009,3.323301856600712,-0.9835362579633666
2015-09-02 00:00:00+01:00,6058.5,6161.7001953125,6021.39990234375,6083.2998046875,769181300,0.0,0.0,0.004085035097542733,0.2971948618899852,^FTSE,0.1034523908126648,market_elevated,1.0,3.421046028853674,-0.9612063575557123
2015-09-03 00:00:00+01:00,6083.2998046875,6215.7001953125,6083.2998046875,6194.10009765625,735720100,0.0,0.0,0.01804996205583445,0.3071081051361489,^FTSE,0.4571103268799816,market_volatile,1.0,3.518790201106636,-0.9297004744635539
2015-09-04 00:00:00+01:00,6194.10009765625,6194.10009765625,6040.5,6042.89990234375,743172100,0.0,0.0,-0.02471322883296064,0.3113200452382642,^FTSE,0.6258557261865767,market_extreme,1.009,3.6165343733595976,-0.8893193739028528
2015-09-07 00:00:00+01:00,6042.89990234375,6125.7001953125,6042.89990234375,6074.5,464760500,0.0,0.0,0.005215668302803,0.3131021732462494,^FTSE,0.1320853659091872,market_elevated,1.0,3.909766890118484,-0.7191804506488256
2015-09-08 00:00:00+01:00,6074.5,6196.5,6074.5,6146.10009765625,664577700,0.0,0.0,0.011718068897607101,0.31842545418624163,^FTSE,0.2967568733728121,market_elevated,1.0,4.007511062371447,-0.6479408456553103
2015-09-09 00:00:00+01:00,6146.10009765625,6284.2001953125,6146.10009765625,6229.0,734267900,0.0,0.0,0.013398056061741704,0.32349700231973244,^FTSE,0.3393020864528315,market_volatile,1.0,4.1052552346244084,-0.5705157905411419
2015-09-10 00:00:00+01:00,6229.0,6229.0,6127.5,6155.7998046875,749536800,0.0,0.0,-0.011821111180330484,0.3238243212165298,^FTSE,0.2993663908550342,market_elevated,1.0,4.202999406877371,-0.4876444095947611
2015-09-11 00:00:00+01:00,6155.7998046875,6174.2998046875,6113.10009765625,6117.7998046875,584620900,0.0,0.0,-0.006192172244300216,0.3218022180600098,^FTSE,0.15681505977317503,market_elevated,1.0,4.300743579130333,-0.4001178194693496
2015-09-14 00:00:00+01:00,6117.7998046875,6191.7998046875,6065.39990234375,6084.60009765625,598665000,0.0,0.0,-0.005441517933768861,0.32168825226364944,^FTSE,0.13780494572421273,market_elevated,1.0,4.59397609588922,-0.11813635519779958
2015-09-15 00:00:00+01:00,6084.60009765625,6158.10009765625,6019.89990234375,6137.60009765625,706522000,0.0,0.0,0.008672797264464533,0.3245079027878623,^FTSE,0.21963620645073523,market_elevated,1.0,4.6917202681421815,-0.020667240676559926
2015-09-16 00:00:00+01:00,6137.60009765625,6244.89990234375,6137.60009765625,6229.2001953125,818994800,0.0,0.0,0.01481414281532013,0.33030362645777933,^FTSE,0.37516409418538577,market_volatile,1.0,4.789464440395144,0.07699916992069372
2015-09-17 00:00:00+01:00,6229.2001953125,6239.89990234375,6182.60009765625,6187.0,836839300,0.0,0.0,-0.006797628444541579,0.33063342574515747,^FTSE,0.1721480715960105,market_elevated,1.0,4.887208612648106,0.17393052186549418
2015-09-18 00:00:00+01:00,6187.0,6188.7001953125,6053.89990234375,6104.10009765625,1508172800,0.0,0.0,-0.01348962400255376,0.3277185250271263,^FTSE,0.34162101938060435,market_volatile,1.0,4.984952784901067,0.2692014775338865
2015-09-21 00:00:00+01:00,6104.10009765625,6168.7001953125,6083.60009765625,6108.7001953125,697537600,0.0,0.0,0.000753324014713315,0.32765007187665807,^FTSE,0.01907772357343186,market_normal,0.996,5.2781853016599545,0.5360882100505074
2015-09-22 00:00:00+01:00,6108.7001953125,6111.60009765625,5935.7998046875,5935.7998046875,941657100,0.0,0.0,-0.02871223689007479,0.3276562285973057,^FTSE,0.65,market_extreme,1.009,5.375929473912916,0.6159099657782364
2015-09-23 00:00:00+01:00,5935.7998046875,6067.60009765625,5933.2001953125,6032.2001953125,725707700,0.0,0.0,0.01611003936204677,0.28736639460924673,^FTSE,0.4079823179713675,market_volatile,1.0,5.473673646165878,0.689852048388149
2015-09-24 00:00:00+01:00,6032.2001953125,6055.60009765625,5947.2001953125,5961.5,867489200,0.0,0.0,-0.011789691768933644,0.2696445057235733,^FTSE,0.29857070289903964,market_elevated,1.0,5.5714178184188405,0.757208583159015
2015-09-25 00:00:00+01:00,5961.5,6120.7001953125,5961.5,6109.0,837519200,0.0,0.0,0.02444096640358027,0.2767372592772659,^FTSE,0.6189607550112234,market_extreme,1.009,5.669161990671802,0.8173365631112318
2015-09-28 00:00:00+01:00,6109.0,6110.2998046875,5958.89990234375,5958.89990234375,968395200,0.0,0.0,-0.0248772097710488,0.2614668340885976,^FTSE,0.6300084983630331,market_extreme,1.009,5.962394507430688,0.9489863621422926
2015-09-29 00:00:00+01:00,5958.89990234375,5958.89990234375,5877.10009765625,5909.2001953125,1000021900,0.0,0.0,-0.008375392378991197,0.2593273584648093,^FTSE,0.21210450948683623,market_elevated,1.0,6.060138679683651,0.975228056882195
2015-09-30 00:00:00+01:00,5909.2001953125,6061.60009765625,5909.2001953125,6061.60009765625,1018944000,0.0,0.0,0.025463316228075693,0.2556250307012914,^FTSE,0.644851483258474,market_extreme,1.009,6.157882851936613,0.9921599133204141
2015-10-01 00:00:00+01:00,6061.60009765625,6172.7998046875,6053.2998046875,6072.5,847372200,0.0,0.0,0.001796574148524878,0.2552896884377615,^FTSE,0.04549774640832983,market_normal,0.996,6.255627024189575,0.9996202945511259
2015-10-02 00:00:00+01:00,6072.5,6176.2001953125,6051.60009765625,6130.0,861807200,0.0,0.0,0.009424368053929622,0.2492464922231331,^FTSE,0.2386695300767416,market_elevated,1.0,0.07018588926295166,0.9975379813939175
2015-10-05 00:00:00+01:00,6130.0,6301.10009765625,6130.0,6298.89990234375,863396300,0.0,0.0,0.027180249526155734,0.2505372639027008,^FTSE,0.65,market_extreme,1.009,0.3634184060218377,0.9346871414571639
2015-10-06 00:00:00+01:00,6298.89990234375,6343.7001953125,6255.10009765625,6326.2001953125,737901800,0.0,0.0,0.004324771337861864,0.25041107624111525,^FTSE,0.10952364519194109,market_elevated,1.0,0.46116257827479856,0.8955357676705507
2015-10-07 00:00:00+01:00,6326.2001953125,6396.2998046875,6319.7998046875,6336.39990234375,985472100,0.0,0.0,0.0016109976084754082,0.24786970038497189,^FTSE,0.0407980715491326,market_normal,0.996,0.5589067505277621,0.8478353236110393
2015-10-08 00:00:00+01:00,6336.39990234375,6380.2998046875,6303.5,6374.7998046875,720040900,0.0,0.0,0.006041918944511738,0.24469216246380315,^FTSE,0.1530099362627405,market_elevated,1.0,0.6566509227807247,0.7920411729425236
2015-10-09 00:00:00+01:00,6374.7998046875,6453.2001953125,6374.7998046875,6416.2001953125,745150000,0.0,0.0,0.0064733852235999995,0.2406923353475857,^FTSE,0.1639367011646076,market_elevated,1.0,0.7543950950336855,0.7286859444355142
2015-10-12 00:00:00+01:00,6416.2001953125,6416.2001953125,6351.2998046875,6371.2001953125,535951300,0.0,0.0,-0.0070382070454573994,0.24107150401351332,^FTSE,0.17824065852582138,market_elevated,1.0,1.0476276117925716,0.49962751037217235
