name,ra_deg,dec_deg,period_ms,dm_pc_cm3,timing_rms_us,array
J1000+2000,41.41964390032042,42.43087467128174,9.763110249113133,27.87716451020516,1.180504266542945,PPTA
J1001+2001,219.2639541406133,-9.888945751857122,3.8233081012607233,46.60540435608125,1.7956156869096613,NANOGrav
J1002+2002,48.02074710695578,10.919370499872286,9.115888718422076,294.47798175391614,1.3544383219661738,PPTA
J1003+2003,86.61226318752556,-15.974011964405662,7.995293146645759,31.98905179460282,0.7172387591582886,NANOGrav
J1004+2004,117.77006009201033,40.85783855423793,22.999609904085432,221.7160666080609,0.46468898957077187,PPTA
J1005+2005,309.28949674149516,-18.144560537266543,26.488340932937366,150.2546808690926,1.2849866186953078,NANOGrav
J1006+2006,239.79247671528927,30.626129646428737,11.768226740865288,51.51738499288787,1.0696358033273579,NANOGrav
J1007+2007,194.81839642202536,36.84880941849745,8.918190550127413,54.550605730146586,1.5920060446094282,EPTA
J1008+2008,10.444976792769744,19.72077682662824,32.75493132681851,59.93483853297181,1.0293677006575783,PPTA
J1009+2009,264.1493866609019,7.206203552698085,11.969679499010335,21.907985569631144,0.8271313108915579,NANOGrav
J1010+2010,142.1820066351621,-52.90526683560568,45.55984382279961,93.58421932648183,1.6938034323086308,EPTA
J1011+2011,288.73696270631996,-54.15093420791366,1.951411727313502,27.0943483544362,1.645684943433041,EPTA
J1012+2012,91.59160530955656,53.232995666887945,59.41555103198952,51.81943857538036,0.3483328784914419,EPTA
J1013+2013,20.478577194414648,-37.74010000126381,5.391681981113735,5.562570902539155,0.46787327370207016,PPTA
J1014+2014,311.99351072371206,28.07330900829369,3.3742929299381643,21.088762509042738,1.067070787628569,NANOGrav
J1015+2015,79.57043851837366,-36.06898035473553,9.562333287266508,85.38089539651594,0.9679073260120141,NANOGrav
J1016+2016,145.79620129701348,-63.993891883890825,3.1232766942694354,16.257587294159887,0.9107448253050083,PPTA
J1017+2017,113.79472956655513,-17.287799943515495,17.663927893996007,69.82471974523476,1.5097834789491364,PPTA
J1018+2018,27.598571998721013,-34.151485167973846,6.296168271275933,30.108049167663967,2.7394281862751577,PPTA
J1019+2019,303.56088992269366,-46.18835706942679,13.328974477717777,134.58193242065312,0.597068120954855,PPTA
J1020+2020,305.6180931881501,15.858727678507705,3.763112404537581,175.90902786940572,0.9668045845908991,NANOGrav
J1021+2021,349.72743291673964,-45.83821446659524,8.005660344550934,59.71886243272594,0.9873894091638086,EPTA
J1022+2022,138.73568918224973,44.598710122715346,11.017851939168546,49.2621278946386,1.108099734561142,EPTA
J1023+2023,343.61572503911947,39.62639661376011,8.282962912929317,52.06323928380365,0.5423629427829165,NANOGrav
J1024+2024,160.4730099022988,35.14695605191673,49.11611807838139,48.939176726972626,1.2632843279967845,EPTA
J1025+2025,241.10087461985077,-71.5062998568219,17.96447003498771,164.626552151266,1.0185199130585136,PPTA
J1026+2026,29.700017890975946,79.8556370731724,12.259001518843979,612.0951172203871,2.7716690461214766,EPTA
J1027+2027,322.95548879335234,0.6011339207007325,1.5621520543204537,13.17817271412896,1.2121618224280395,NANOGrav
J1028+2028,107.28126024795456,71.94125148613429,14.596394543828497,17.88120840690939,0.7045022333396721,EPTA
J1029+2029,94.42973613469732,-54.25562080146349,34.42301592242122,195.42812592768246,0.4730390416370275,EPTA
J1030+2030,1.8466376632045023,17.000853627317525,5.015902119375054,15.954619512970769,0.9522074503778887,NANOGrav
J1031+2031,195.55290550094614,83.77354470190738,8.200789259380274,12.679639785419967,0.6874097046749973,NANOGrav
J1032+2032,171.21469212261113,89.76568426140366,0.485219079401603,414.63326922971163,0.809097909280511,PPTA
J1033+2033,229.09452392574815,-85.64964750350197,2.877606492399618,38.00615498589258,1.1886595331053238,PPTA
J1034+2034,352.1534882695222,-3.3653999780430155,1.2442657805796533,38.934376774700084,1.124691641099184,NANOGrav
J1035+2035,327.1185928191916,-37.543915858750566,11.097354419073858,30.059916468519173,1.1018055672100542,PPTA
J1036+2036,327.6551072808564,-78.53029770288339,8.60507029676266,89.42173154839253,2.0059771018507555,EPTA
J1037+2037,189.09204159857237,12.532391809750607,8.995897048442338,16.10166889700094,1.226270987008225,PPTA
J1038+2038,37.446821947714646,-89.08500875414147,6.460010570013565,294.83392449944637,3.8835128892386166,PPTA
J1039+2039,65.12925429284435,20.029966140603904,27.70800634787359,106.17294587671987,1.0840103625511097,PPTA
J1040+2040,343.09447955522694,66.63266586622612,2.914743627873233,47.475926576807936,0.815912553039882,PPTA
J1041+2041,148.3030740190891,69.04826369530008,9.285560458492462,28.798330190573804,0.47305352767733677,PPTA
J1042+2042,311.40616341858544,81.77750697528691,18.155513265068652,55.71670128287529,0.5183079198168831,PPTA
J1043+2043,241.9838206114234,43.17548756462534,8.357777402988328,142.02351704083043,1.5736654366187763,PPTA
J1044+2044,226.36288651757803,-56.75166764116402,9.132048368242268,685.0320558744919,1.3832919982107568,NANOGrav
J1045+2045,99.20115959362276,-11.757902204375057,4.382000976770378,226.05794942459104,0.9561415013049864,PPTA
J1046+2046,322.8290171067105,69.4619091986172,7.153599323275067,137.67908313652075,0.8938749351994602,NANOGrav
J1047+2047,74.48089368361148,-44.091669539736635,20.510478471460583,52.199282311672185,0.6415921717761989,EPTA
J1048+2048,145.58588750714674,-10.203714948782874,1.3272682841012735,171.49045619808388,0.9201820114446224,EPTA
J1049+2049,357.68609726187725,21.048655647761123,8.538249788198318,35.3610935857475,1.0636905233026999,EPTA
