pulsar,mjd,residual_us,residual_error_us,frequency_mhz,time_years,klein_phase
J0437-4715,54001.91266529667,3403.796885216504,0.1443577983315948,1576.6258081589394,0.0,2.008567720170987
J0437-4715,54014.63730881159,3463.406841983609,0.2461551556278576,1342.3314064419799,0.03483817526328165,3.605964476100496
J0437-4715,54021.957101044565,3532.5080688139255,0.18503794814650276,1483.5559090815716,0.0548786741899845,1.5822617558366616
J0437-4715,54029.69173249613,3600.1290284814504,0.2968977307894378,1364.347923574133,0.07605494099783422,0.6656701794158337
J0437-4715,54031.05150779027,3562.4918992673506,0.1733720082147297,1424.1222018382173,0.07977780285720461,3.462606424508813
J0437-4715,54050.454905417835,3300.0815133169367,0.272684718471648,1375.5756209799652,0.13290141032487815,4.6722464910430475
J0437-4715,54051.354311628274,2873.7027267080225,0.193431205421507,1366.1011316836732,0.13536385032608098,0.8809297007100767
J0437-4715,54063.65446328012,2438.3698656604383,0.27332626270640736,1298.1712663991073,0.1690398302079396,1.0282063404653101
J0437-4715,54067.370251611355,1922.8155881764078,0.21603089009633392,1432.4079644713001,0.1792131042154195,4.516209983568054
J0437-4715,54071.33454049429,1527.6796481640927,0.0801795751976307,1304.5272071527133,0.19006673565397675,2.6179156604504215
J0437-4715,54086.07022827548,1355.1996376152558,0.07350451410352767,1256.0738947030695,0.23041085004464285,4.188696815105004
J0437-4715,54087.91508966811,1154.2682868675388,0.2410827109361215,1499.878508307579,0.23546180526060523,0.532849744446267
J0437-4715,54093.63120807194,1151.583292039053,0.22094302881819944,1458.3214062897694,0.25111168453188276,3.918953786147867
J0437-4715,54095.16912447908,1338.5930323353095,0.16266061564450912,1317.2557955377588,0.25532227017769965,1.1080678193441003
J0437-4715,54095.927512900824,1577.7966894624458,0.15737095298086806,1452.1682995671858,0.2573986245151278,5.096346261955901
J0437-4715,54099.49423262425,1821.7273967234964,0.21519577027851955,1210.5886265357278,0.267163770917397,4.076633102298821
J0437-4715,54117.41993820565,1899.825611809185,0.18885077896432273,1595.343422511724,0.3162416780533152,3.2314181338330243
J0437-4715,54132.26103387898,2028.2064722857867,0.10062559068388115,1269.4494810725425,0.3568743835244585,5.643422467155787
J0437-4715,54144.57563837966,2134.829893709226,0.2688311545491423,1576.6418748213484,0.39058993314986495,4.310879735230877
J0437-4715,54167.313805244456,2263.8824404164916,0.22580290369353595,1227.316703285777,0.4528436411985824,3.4640897401119446
J0437-4715,54169.58916111612,2320.4337619777066,0.21288236034038344,1483.2823195546498,0.4590732260628259,6.258437585105405
J0437-4715,54179.44534766225,2073.227381328046,0.16910534344346884,1288.849841021996,0.48605799415627043,1.6081306832455695
J0437-4715,54185.81122755943,1752.343194901976,0.28640652539128386,1586.1046199637087,0.5034868234435559,3.4384425156918255
J0437-4715,54189.20057732688,1327.2388117202179,0.05271287163486456,1326.0787815093095,0.512766357372237,4.55106575233706
J0437-4715,54198.027300933005,726.6784296552004,0.22459695401414204,1215.831364891094,0.5369326095450555,6.2044936382060385
J0437-4715,54214.50511739038,268.62432126108814,0.2956648211476442,1213.409603423345,0.5820464123030916,2.3220156015026063
J0437-4715,54216.102806513605,-66.12665507082602,0.19769747405155885,1542.2218718511563,0.5864206467267127,3.1552092042552715
J0437-4715,54217.51254939239,-356.4784662275075,0.19832697155145973,1227.8691744157709,0.5902803123770518,4.017583563019045
J0437-4715,54225.55762655366,-602.6891199029659,0.2484729016843077,1531.1929317638826,0.6123065332155646,2.176870169698475
J0437-4715,54231.340243930295,-749.8243512626631,0.05598126635440358,1260.0431121848815,0.6281384767518742,2.4459114173221437
J0437-4715,54240.52814029496,-800.062036960632,0.0788899150219851,1310.49147616197,0.6532935660459653,5.692779434624846
J0437-4715,54244.71861854393,-868.3368757547385,0.26141656539048663,1592.4933565040951,0.6647664702183556,3.0641257129279538
J0437-4715,54248.11813415351,-947.8091731927722,0.21422747830215555,1489.9821373110517,0.6740738367059239,3.5946520653831016
J0437-4715,54253.46112507001,-989.1678628173704,0.29566380370484846,1258.3893253328397,0.6887021485922998,0.31642701219756475
J0437-4715,54284.49100241407,-778.7001642734836,0.15183875979496952,1308.1708999131924,0.7736573227033445,2.618267189413473
J0437-4715,54297.10220531045,-599.6627591566764,0.1617467702976662,1390.3052306049758,0.8081849144798906,2.8935278697756033
J0437-4715,54305.76907351365,-221.8449216767952,0.21595519686221826,1554.0257508852037,0.8319135064119808,2.293178013176771
J0437-4715,54309.5082429155,25.720567257201026,0.09516439858837698,1484.4115020745455,0.8421507943020603,1.4279934404493773
J0437-4715,54315.88607300081,182.88308722981782,0.1220119031921418,1478.0267390750262,0.8596123414213163,0.6113114282942576
J0437-4715,54329.72679181336,204.35654689649664,0.2650921528853931,1343.9953046570604,0.8975061643167285,3.3677463712992477
J0437-4715,54343.439091536115,195.13458952915298,0.2507400813612242,1461.696679183468,0.9350483949060676,0.31122097744566446
J0437-4715,54346.88819991524,490.1753058614445,0.19276743562162907,1269.1532843512227,0.94449153899677,5.559406724920059
