pulsar,mjd,residual_us,residual_error_us,frequency_mhz,time_years,klein_phase
J0621+1002,54034.99967150845,69748.97404261737,0.10330365348731955,1219.5196666372783,0.0,4.977012808136621
J0621+1002,54041.56959323367,69868.1023098561,0.12962734032588863,1416.8621594855776,0.017987465366786016,0.11693323029366098
J0621+1002,54041.908149891446,69867.67064408679,0.08694849754235255,1426.4834320513553,0.018914382978772598,2.3595066835018486
J0621+1002,54054.505898472686,69574.49758603101,0.08128513222371263,1462.1250159586366,0.05340513884801287,4.318233239031244
J0621+1002,54076.68892108365,69312.48921389265,0.2828098103814005,1554.714979415207,0.11413894476441773,2.511051749307434
J0621+1002,54089.5983725106,69143.73534769195,0.2162532951105005,1565.1846697213768,0.14948309651512395,3.181314389773007
J0621+1002,54107.907073554394,69136.34283208544,0.05014607675193798,1336.3048554713364,0.19960958807924645,1.0113596203098894
J0621+1002,54120.926739556715,69361.62469027528,0.25311818861289825,1454.4783348687947,0.23525549089189854,1.8280002363934713
J0621+1002,54157.57479791184,69401.19587585986,0.18268872395086916,1384.8514991054635,0.3355924063063374,1.4126666459750865
J0621+1002,54163.840075385255,69086.03129596707,0.07737089057878103,1501.0790319672178,0.3527458011685306,4.244093206616952
J0621+1002,54191.17349825898,68085.40157991822,0.16332313501216988,1486.583100375513,0.42758063449836536,3.8804276036284477
J0621+1002,54213.17195158213,66640.27624439953,0.1414400127553725,1278.1606619471854,0.4878091172448528,3.6620718479507346
J0621+1002,54233.070211002916,65077.09427126368,0.13007662430158956,1269.5903812080323,0.5422875824626067,1.1944641598205976
J0621+1002,54242.5657191103,63831.09360105937,0.16579351344189935,1245.6697003875531,0.5682848668086322,4.931146475153007
J0621+1002,54257.64812014922,62714.68676951999,0.21014305163435493,1249.143289644605,0.609578230364878,1.630296760952504
J0621+1002,54262.131846979166,61557.06081627573,0.18418785140471577,1298.385400432316,0.6218540053955288,1.0601039059542927
J0621+1002,54278.52993254587,60278.74729886681,0.12047066942954975,1339.871343699107,0.6667495168717869,2.8698671887336573
J0621+1002,54286.71280145421,58918.1869374827,0.23089051763564794,1448.38406569109,0.6891529909534879,4.644870783909369
J0621+1002,54328.93032597866,57651.7441796331,0.29718608520211826,1498.4031717948715,0.8047382737035241,2.1028417678341143
J0621+1002,54354.668870546666,56534.0028652544,0.2914986345739593,1255.7014720922,0.8752065682086705,3.5092581704279056
J0621+1002,54358.36452817169,55200.13331458032,0.2991579351381438,1301.0247671140746,0.885324727346311,5.839061831288035
J0621+1002,54381.22857318806,53584.123829065975,0.1718136340210883,1436.67486631832,0.9479230709914115,4.707286539885871
